med_name,hour,minute,second,pills,servoNum,pillsInTape,dosesPerDay,triggered,notifiedLowDays,lastNotifyTime
MedA,13,38,17,4,9,97,2,True,True,1651476021
MedC,1,2,49,2,1,80,1,True,False,1669945186
MedE,1,9,36,5,5,60,2,False,False,1619732015
MedD,18,43,55,3,3,5,3,True,True,1601216674
MedB,10,13,18,4,4,86,1,False,True,1620787525
MedC,5,50,12,4,7,51,2,True,False,1676630993
MedA,16,15,49,4,3,50,3,True,True,1621381265
MedB,7,26,0,5,7,27,2,False,False,1638399949
MedB,12,59,58,4,3,90,4,True,False,1661894489
MedD,10,24,15,1,3,30,2,True,False,1664665077
MedA,3,53,29,1,5,5,4,False,False,1636009164
MedB,20,53,38,1,4,59,1,True,True,1658674486
MedA,3,53,57,3,4,65,1,False,False,1685813719
MedC,19,22,9,5,10,94,4,False,True,1645545802
MedB,13,31,55,3,5,11,2,False,False,1620724500
MedB,0,12,42,3,4,12,1,False,False,1685074166
MedA,16,42,39,5,1,39,1,True,True,1652668323
MedA,4,38,12,2,4,64,4,True,False,1663361736
MedE,2,12,43,5,6,82,2,False,False,1608631558
MedA,20,18,17,2,5,53,1,False,True,1632814590
MedC,9,32,51,2,4,24,2,False,True,1667356457
MedA,14,45,46,3,4,46,2,True,True,1641477573
MedB,15,36,49,4,7,9,1,True,False,1625179714
MedB,12,58,59,4,8,58,4,False,False,1624936594
MedA,19,27,3,4,8,21,1,True,False,1615329437
MedB,3,38,37,4,5,27,1,True,False,1685588120
MedD,6,22,18,2,10,51,3,True,False,1696003609
MedE,3,54,34,1,4,28,2,True,True,1655803473
MedB,6,24,1,5,5,68,3,False,False,1655131648
MedB,16,43,8,2,3,51,1,True,False,1679465926
MedB,6,4,4,1,10,89,1,False,True,1615592474
MedB,7,12,48,1,5,37,2,False,True,1680091143
MedA,17,36,20,3,2,10,1,False,False,1606916801
MedD,7,55,56,3,1,69,3,True,True,1638592880
MedE,22,15,38,1,5,37,2,True,False,1605701565
MedE,12,36,0,3,7,32,2,True,False,1650823495
MedE,5,26,40,1,5,61,1,True,False,1696625438
MedA,17,41,21,1,6,30,2,True,True,1630470059
MedC,9,25,45,4,6,82,2,True,True,1657338298
MedE,21,3,42,3,2,72,2,True,False,1643418102
MedE,12,37,11,4,4,87,4,False,False,1662241012
MedC,15,43,54,5,10,39,1,False,True,1696239895
MedC,5,49,7,2,9,34,3,True,False,1640636955
MedA,1,37,42,2,10,61,2,False,False,1664957936
MedD,1,25,27,5,9,36,1,True,False,1610828798
MedB,4,25,11,3,8,80,2,True,True,1662733570
MedD,13,33,58,4,10,69,2,False,True,1683213430
MedC,22,20,13,5,8,98,2,True,False,1634800606
MedC,9,37,55,4,9,21,2,False,True,1629224772
MedC,20,40,7,5,3,64,2,True,True,1638982033
MedC,4,26,42,5,4,63,2,False,True,1682987220
MedD,9,36,44,3,1,78,4,True,True,1689052667
MedD,16,38,21,2,10,52,4,True,False,1671036691
MedA,10,29,49,5,6,77,2,True,False,1639763176
MedA,17,16,48,4,6,35,2,True,False,1608369789
MedE,11,25,52,3,1,54,2,True,False,1668998325
MedE,21,25,42,3,3,91,1,True,False,1601400811
MedD,13,56,40,3,9,39,3,True,False,1618180694
MedB,5,49,30,3,6,25,1,False,True,1651396370
MedC,7,39,18,2,1,95,4,False,True,1637487241
MedC,20,0,55,3,8,32,1,True,False,1699382132
MedD,5,52,45,4,2,93,2,False,False,1635625916
MedC,19,41,6,3,6,89,3,True,True,1600477784
MedB,9,20,15,1,5,15,4,True,True,1642113401
MedA,21,57,37,5,6,19,3,False,False,1658498879
MedB,15,56,56,1,9,4,1,False,False,1606425721
MedD,17,51,38,4,5,14,2,False,True,1652576412
MedE,1,25,56,4,6,10,2,True,True,1627245821
MedE,8,48,13,1,2,93,1,False,False,1646573019
MedB,1,41,2,1,5,99,3,False,True,1615401878
MedE,0,8,30,4,5,30,3,True,True,1674539439
MedC,1,38,28,2,8,57,1,False,True,1660780486
MedD,10,25,56,5,8,0,3,False,True,1618542841
MedE,10,47,17,1,7,78,1,True,True,1617439680
MedC,15,3,42,1,9,89,1,False,False,1691950821
MedE,9,0,48,2,10,69,1,False,False,1639444992
MedB,3,24,14,2,4,46,2,False,True,1673698559
MedD,11,40,19,5,9,76,1,False,False,1639311721
MedC,0,29,54,3,2,39,3,True,False,1623578124
MedE,3,3,17,1,3,55,1,True,False,1627105888
MedE,13,42,2,2,3,66,4,False,False,1615308007
MedB,19,13,17,2,10,14,2,False,False,1697222581
MedA,17,9,58,3,1,34,2,True,True,1662054036
MedA,7,7,0,2,7,28,1,False,False,1678015342
MedA,23,38,49,5,6,91,3,False,False,1627773883
MedD,12,58,59,3,8,67,1,True,True,1651888444
MedB,7,37,15,2,8,18,3,False,False,1612254109
MedC,6,17,39,1,1,31,2,False,False,1675343168
MedD,10,34,42,1,5,30,3,False,True,1659100309
MedD,18,58,52,1,6,36,2,True,True,1610262237
MedB,20,45,21,2,2,16,4,False,False,1675130632
MedB,15,23,6,5,7,83,1,False,False,1631792922
MedD,7,6,25,3,3,84,1,True,True,1657463043
MedD,11,44,1,4,6,48,3,False,True,1677341225
MedD,21,12,30,1,8,69,1,True,True,1676837725
MedC,11,1,22,3,8,41,3,False,False,1676932661
MedE,12,51,34,3,4,57,2,True,False,1629972050
MedA,0,38,17,1,3,1,4,True,True,1600640350
MedB,14,34,57,4,6,91,1,False,True,1665045277
MedE,23,26,16,1,7,49,1,False,True,1697311038
MedE,13,35,18,1,9,10,2,False,True,1645736101
MedB,15,25,43,4,3,93,2,True,False,1660462840
MedA,4,38,5,2,6,52,4,True,True,1664256681
MedE,11,18,56,5,2,65,3,True,False,1674977297
MedC,23,35,51,1,4,54,4,True,True,1697180574
MedD,14,33,6,3,2,49,3,False,False,1673393002
MedC,18,42,11,3,5,85,2,True,True,1609066772
MedE,2,18,46,2,3,5,2,True,True,1602880616
MedC,4,33,0,1,6,58,3,True,False,1658917761
MedA,7,54,29,4,9,94,2,True,False,1655594082
MedE,11,6,19,1,4,20,2,False,True,1673611248
MedE,15,39,36,2,6,40,2,False,False,1609700885
MedE,19,5,39,1,4,32,1,True,False,1613884327
MedC,17,28,57,2,3,0,2,False,False,1659372792
MedB,21,1,55,2,5,56,4,True,False,1643700157
MedA,18,12,52,2,9,86,2,True,False,1609964491
MedE,17,11,17,3,3,75,2,False,True,1677868160
MedB,6,18,58,4,5,23,1,True,True,1645077820
MedD,8,25,23,1,4,85,1,True,True,1663567679
MedD,19,2,14,2,3,0,2,False,True,1677950261
MedE,3,31,12,4,6,17,3,True,True,1669145708
MedD,3,35,24,5,1,51,1,False,False,1656511719
MedE,2,53,8,4,9,52,1,True,False,1624057727
MedC,3,31,17,2,1,23,4,True,True,1684472266
MedA,0,12,29,5,1,44,4,False,False,1669858019
MedE,19,33,58,2,4,75,2,True,True,1612547865
MedB,23,54,45,3,1,87,4,True,True,1676828472
MedE,12,21,8,4,2,48,1,True,False,1649529024
MedB,16,43,56,4,3,84,1,False,False,1626921682
MedA,13,40,11,2,10,58,3,True,True,1641316080
MedA,8,3,6,5,7,23,1,True,False,1662343398
MedE,3,4,49,4,2,97,3,True,False,1648952515
MedB,1,50,27,4,3,62,3,True,False,1602632546
MedA,1,55,3,2,10,0,3,False,False,1651978864
MedE,7,27,30,4,4,73,3,True,True,1625928080
MedC,18,25,36,3,7,18,4,False,True,1670002525
MedC,2,55,7,4,4,51,1,True,True,1630779432
MedE,12,21,24,1,10,71,2,False,True,1661260717
MedB,10,46,52,4,9,42,3,True,True,1606108940
MedD,17,40,7,5,8,4,3,True,True,1640528931
MedC,3,22,47,2,7,91,2,True,False,1614052460
MedC,20,6,2,3,7,63,1,True,True,1610222334
MedE,2,50,26,3,4,60,3,False,False,1642442199
MedB,15,46,56,2,9,49,3,False,True,1669244876
MedB,20,20,2,1,2,77,1,False,True,1639665247
MedD,15,53,2,4,4,95,3,True,False,1659111079
MedE,2,15,29,2,3,47,1,False,False,1657766575
MedB,21,34,15,1,8,81,2,True,False,1617663311
MedC,13,44,6,3,7,53,3,True,False,1642264521
MedD,5,51,22,4,6,84,3,False,True,1623611032
MedC,4,38,50,5,4,65,2,True,False,1685139087
MedA,20,40,21,2,5,99,1,True,False,1686812379
MedC,18,44,51,5,2,19,3,True,True,1618010317
MedE,17,19,56,5,7,87,3,True,False,1641044624
MedB,7,46,28,4,5,59,2,False,False,1697600170
MedA,8,11,51,2,10,20,3,False,False,1682141256
MedB,9,36,52,5,5,57,3,False,True,1688706675
MedE,0,25,33,3,10,33,3,True,True,1699506894
MedB,11,53,20,1,7,95,3,False,False,1684174931
MedB,12,24,37,1,6,49,1,False,True,1697219769
MedE,12,50,4,1,10,22,4,True,True,1610408770
MedE,8,44,59,1,8,20,1,True,True,1629951210
MedA,11,34,9,4,1,98,4,False,False,1602343631
MedE,7,1,23,3,7,86,1,False,False,1600513456
MedE,8,55,26,2,5,8,1,True,False,1624108995
MedE,18,16,24,5,2,33,2,True,False,1627002670
MedA,10,19,57,5,7,10,3,True,False,1664449718
MedE,21,2,24,1,8,94,4,True,True,1602075730
MedB,2,54,11,4,7,59,4,True,False,1665036503
MedE,5,58,3,5,10,14,3,False,True,1633464417
MedD,15,50,6,5,9,42,3,False,False,1684171471
MedE,0,45,21,2,1,72,1,False,True,1686340435
MedB,20,18,20,4,6,49,1,True,False,1628743396
MedC,9,28,34,3,4,95,1,False,False,1638095303
MedD,0,34,48,3,9,23,2,False,True,1673454693
MedC,21,42,19,1,2,48,2,False,True,1623866795
MedB,9,45,12,3,1,14,3,True,True,1608382508
MedA,1,34,54,1,3,56,2,True,True,1604920990
MedE,5,59,7,5,7,95,2,True,True,1613717669
MedC,18,59,54,5,5,13,2,True,False,1671124164
MedE,20,52,39,5,8,65,2,True,True,1685785033
MedC,14,1,8,3,5,25,4,True,False,1693791942
MedD,1,57,47,1,9,39,4,False,False,1629029798
MedB,5,1,37,1,3,56,1,False,False,1642689899
MedD,23,9,56,5,7,26,1,False,True,1676907249
MedE,10,55,28,3,3,91,1,True,True,1642932008
MedA,4,56,45,1,3,42,4,False,False,1646131866
MedD,12,47,29,3,9,92,1,True,True,1632618304
MedE,18,55,8,3,3,51,4,False,True,1675117975
MedE,0,15,48,1,6,54,4,False,True,1690318201
MedD,3,31,35,5,3,56,1,True,False,1662253063
MedD,13,9,8,2,9,54,3,False,True,1659764372
MedA,4,4,27,3,7,27,2,True,True,1686444512
MedC,18,0,47,3,10,2,3,True,False,1652953310
MedC,19,48,52,1,4,51,1,False,True,1610168356
MedB,23,33,17,1,2,41,4,True,False,1694868169
MedE,13,42,55,5,7,53,4,False,False,1684317927
MedD,9,50,27,3,5,42,1,True,True,1624146436
MedE,18,9,2,4,7,6,3,True,False,1668189080
MedD,20,8,44,4,7,56,4,False,True,1648941356
MedC,12,52,5,4,7,48,3,True,True,1621687653
MedD,21,49,9,5,10,66,4,True,False,1625579475
MedD,5,58,18,2,6,90,4,True,False,1692290695
MedC,18,25,10,5,7,24,3,False,True,1669031051
MedC,8,43,59,4,7,34,4,True,False,1632801356
MedC,7,20,6,3,4,54,1,False,False,1647882807
MedD,15,58,28,2,1,6,3,True,False,1625852833
MedC,15,16,2,3,2,4,2,True,True,1665185840
MedE,9,49,15,4,4,44,2,False,True,1604171914
MedA,14,42,17,5,7,0,2,False,True,1657374319
MedC,8,17,2,3,7,51,1,True,False,1669615743
MedB,4,32,45,5,1,81,4,True,False,1670499113
MedE,9,16,57,3,8,76,2,False,True,1697959584
MedA,17,40,47,3,4,62,1,True,False,1631527371
MedC,9,46,52,4,9,61,4,False,True,1683369119
MedA,17,10,49,2,3,62,3,False,False,1681820584
MedD,15,26,23,3,9,83,3,False,True,1610456107
MedB,15,16,50,1,5,37,3,False,True,1668421826
MedA,13,22,52,3,9,8,4,False,False,1693540884
MedE,10,34,57,1,4,53,2,False,False,1603884291
MedE,3,51,47,1,9,68,3,False,True,1693190202
MedE,9,32,17,5,4,75,2,False,True,1667793795
MedE,5,27,36,2,10,0,4,True,True,1665006941
MedB,21,19,31,2,10,6,1,True,True,1634348300
MedB,3,46,28,3,7,23,1,True,False,1635911156
MedC,8,1,53,5,3,46,3,False,True,1675751917
MedA,10,37,37,2,3,32,3,False,True,1618941070
MedD,19,3,10,5,5,72,2,True,False,1680548949
MedB,22,15,34,2,10,22,3,False,True,1690935945
MedE,16,34,44,1,4,86,3,False,True,1653996759
MedE,6,25,19,5,4,36,2,False,False,1697706922
MedB,20,14,15,1,5,27,3,False,False,1673353247
MedE,6,28,0,3,4,55,3,True,False,1629502374
MedA,14,6,13,3,3,91,1,False,True,1611305217
MedD,16,14,55,3,4,88,4,True,True,1692773825
MedC,13,36,38,3,1,89,3,False,False,1697163964
MedD,21,21,53,3,2,22,1,False,True,1638118642
MedD,14,51,32,5,2,11,4,True,False,1618820260
MedD,16,14,22,5,4,91,4,True,True,1610664678
MedB,3,59,7,4,2,49,4,True,True,1662915421
MedC,23,6,21,2,10,97,3,True,True,1694900584
MedD,21,22,56,1,4,73,2,True,False,1638988282
MedE,13,19,47,4,1,93,3,False,False,1616870812
MedD,8,46,40,1,6,78,3,False,False,1670252814
MedA,22,36,13,4,9,83,1,False,True,1673784551
MedE,17,55,28,3,7,77,1,True,False,1615259837
MedB,23,2,39,5,2,95,3,False,True,1687011100
MedE,3,31,17,3,2,98,1,True,False,1686942036
MedC,9,0,19,5,9,18,3,True,False,1637175640
MedA,3,18,0,1,8,92,3,False,False,1616895478
MedE,11,37,38,4,6,55,4,False,False,1625336597
MedC,18,24,20,3,3,12,4,False,True,1660615125
MedB,2,27,43,2,10,65,1,False,False,1614049685
MedE,13,18,12,5,4,62,1,True,False,1695733902
MedC,21,14,13,4,8,80,1,False,True,1672958804
MedA,9,57,14,1,6,56,4,True,False,1644600614
MedA,20,56,16,2,3,64,4,True,True,1662016446
MedB,0,6,32,2,10,49,1,True,False,1645244362
MedC,10,0,1,3,5,98,3,True,False,1677379974
MedA,17,25,8,5,6,55,4,True,False,1621940971
MedA,9,36,15,2,8,73,4,True,False,1683986317
MedE,23,47,14,1,6,34,3,True,True,1615739529
MedC,5,23,30,4,8,7,3,True,False,1615115175
MedC,2,29,2,1,6,35,1,False,True,1673886626
MedC,13,10,58,4,3,27,3,True,True,1617725489
MedC,7,34,34,3,1,3,3,True,True,1612829260
MedC,14,47,1,1,5,79,4,True,True,1643209667
MedD,6,56,34,3,6,14,4,True,False,1645660413
MedD,4,12,55,2,9,24,4,False,False,1686809766
MedA,7,37,32,5,4,33,1,False,False,1673101893
MedD,11,1,25,2,8,79,1,False,False,1619425870
MedE,7,8,59,2,6,6,4,True,True,1684074658
MedC,18,22,3,5,3,33,3,True,False,1608751268
MedE,12,19,2,4,1,76,2,True,True,1633774414
MedB,21,7,14,5,3,42,3,True,True,1674809000
MedE,20,38,56,2,1,96,4,False,True,1688909104
MedD,15,6,33,2,2,10,4,False,False,1634004607
MedD,14,6,23,5,8,18,1,False,False,1628540265
MedB,1,13,28,2,9,98,2,True,True,1637909623
MedD,11,15,18,5,9,87,1,True,True,1617590185
MedD,3,58,28,1,6,72,3,False,True,1606001427
MedB,2,2,36,4,7,55,3,False,False,1668415732
MedC,18,33,47,5,1,54,3,True,True,1638300195
MedC,15,36,39,5,4,66,3,False,False,1610510310
MedA,19,58,22,2,6,36,1,False,True,1689810016
MedE,22,58,47,1,9,22,1,True,True,1668044215
MedD,15,54,6,2,7,65,3,True,True,1640065791
MedD,6,51,38,1,7,17,1,False,True,1649050353
MedE,9,53,28,1,10,33,3,False,True,1646592127
MedA,2,21,56,5,4,87,1,False,True,1614913696
MedA,23,10,29,1,4,29,4,False,True,1624482044
MedB,5,52,22,4,8,74,1,False,False,1693572934
MedA,19,16,41,3,6,81,3,False,True,1628015382
MedC,13,46,56,4,10,84,3,True,False,1644502515
MedC,22,16,12,2,6,28,2,True,True,1629209851
MedD,1,9,27,5,5,49,2,False,True,1640424582
MedB,10,57,12,2,1,59,4,True,False,1654710376
MedA,11,15,41,1,5,96,4,False,False,1617801260
MedC,19,30,11,3,9,55,2,False,True,1681230767
MedB,8,38,14,3,1,57,1,False,False,1636193414
MedE,9,45,27,5,8,7,4,False,True,1636196403
MedD,2,18,13,5,7,39,1,False,True,1665992408
MedD,10,45,19,4,1,37,2,False,True,1690238717
MedD,9,11,5,1,1,11,3,True,True,1609363995
MedB,11,16,26,2,9,65,3,False,True,1688902951
MedC,13,3,28,1,5,43,1,False,True,1617803928
MedC,1,52,54,2,5,5,3,True,True,1640518123
MedE,15,40,31,5,1,36,2,True,False,1633035416
MedC,11,7,11,5,6,80,4,True,False,1671452634
MedC,21,40,50,2,5,47,4,False,False,1659298454
MedE,3,5,49,4,4,85,2,True,False,1640152827
MedE,21,41,9,4,6,41,3,True,False,1680606925
MedD,9,34,41,2,5,91,2,True,True,1680115517
MedC,1,0,25,1,4,51,1,False,True,1672677512
MedA,18,46,11,3,6,91,4,True,False,1626474522
MedE,12,53,59,2,1,86,2,True,True,1661595310
MedB,23,30,20,3,3,65,2,False,True,1606351413
MedC,21,30,1,4,9,85,2,True,True,1613967074
MedD,19,39,34,4,4,54,1,False,False,1632754399
MedC,15,39,57,4,7,62,4,False,True,1617311998
MedC,20,43,1,3,3,9,3,False,False,1646227296
MedA,6,14,43,5,4,8,2,False,True,1690276491
MedD,1,52,45,1,7,16,1,False,True,1680547763
MedB,6,18,57,3,10,56,1,False,False,1678707598
MedC,18,15,55,3,6,28,4,False,True,1660765922
MedC,22,1,20,5,1,79,4,True,False,1603360204
MedE,4,56,47,2,5,45,1,False,True,1610316562
MedB,23,54,51,3,7,0,4,True,False,1652625572
MedE,15,59,25,5,6,100,1,True,True,1618822637
MedE,7,3,55,2,5,37,1,True,True,1663677909
MedC,13,51,59,3,6,36,1,True,True,1644211482
MedB,17,7,50,2,5,33,4,False,True,1666152337
MedC,17,5,59,4,2,42,2,True,False,1653965750
MedE,7,58,26,1,9,9,1,True,False,1674458667
MedB,9,55,42,4,10,6,2,True,True,1635328678
MedC,5,20,41,5,4,77,2,False,False,1669998295
MedB,23,57,41,5,5,54,2,True,False,1634635105
MedD,11,22,27,1,1,68,1,True,True,1629254379
MedE,5,9,30,1,9,43,4,True,True,1677401520
MedD,20,43,26,4,7,46,4,True,False,1611209496
MedC,5,34,42,1,6,3,4,False,False,1614405702
MedE,1,46,6,1,8,57,2,True,False,1672782264
MedD,8,32,22,3,8,28,3,True,True,1672247745
MedB,14,3,4,2,4,15,2,False,True,1687454559
MedD,18,7,5,2,9,60,1,True,False,1621656698
MedA,3,45,15,1,9,98,2,True,False,1606819578
MedC,5,24,13,2,3,63,2,True,True,1689593647
MedA,6,56,8,4,10,22,2,False,True,1632618848
MedD,0,32,50,5,8,8,3,True,True,1636971285
MedD,4,36,29,3,2,29,3,True,False,1608473811
MedD,11,33,43,5,2,76,2,True,True,1667944347
MedC,8,40,7,5,9,60,3,True,False,1645911981
MedC,5,58,48,4,2,27,2,True,False,1634856577
MedC,14,56,50,3,1,19,3,True,False,1688523426
MedC,8,56,33,5,1,63,3,True,False,1650947203
MedA,19,2,50,3,5,15,4,True,False,1649824614
MedD,5,3,11,3,2,39,3,True,False,1693373297
MedD,3,51,14,4,3,61,2,True,False,1661213887
MedE,20,55,46,1,1,37,3,True,False,1642118797
MedD,14,2,29,2,8,46,2,True,False,1662416073
MedE,13,32,17,4,9,73,3,False,True,1634300856
MedC,20,18,4,3,5,76,3,True,True,1625404890
MedA,3,39,36,5,3,54,3,True,False,1669210658
MedE,20,9,14,1,4,81,4,True,False,1637277212
MedA,11,54,55,5,4,14,2,True,True,1683343148
MedD,4,45,53,1,6,16,2,True,True,1616600845
MedA,11,3,12,2,4,57,2,False,False,1671807079
MedE,10,48,49,4,6,24,4,True,True,1634024046
MedA,21,13,20,1,9,73,2,False,True,1643347495
MedA,13,22,10,1,8,88,3,True,False,1688633313
MedD,16,11,26,2,6,22,4,True,False,1660065377
MedB,17,59,44,5,2,80,1,False,False,1648579296
MedE,16,54,13,2,9,81,1,False,True,1602346237
MedE,7,52,11,3,9,12,1,False,True,1677527915
MedE,7,42,0,1,4,74,2,True,True,1672645217
MedB,12,24,55,3,6,64,3,True,False,1644136677
MedA,10,20,44,4,9,21,4,True,False,1681400814
MedB,3,3,23,4,1,60,3,False,True,1604158536
MedA,5,18,24,5,8,65,4,True,True,1688395064
MedA,0,13,55,1,5,69,1,True,True,1642829194
MedC,8,34,0,5,7,9,1,True,True,1672355503
MedD,2,37,43,1,8,0,2,False,True,1681143624
MedA,5,29,8,2,1,40,2,False,False,1615599521
MedE,3,51,13,1,6,51,3,False,True,1696000099
MedD,0,9,6,2,6,19,4,False,False,1697959307
MedC,3,37,33,3,9,10,3,False,True,1607428126
MedC,4,46,20,2,5,22,4,False,False,1603051613
MedA,20,33,6,2,5,77,2,True,False,1662161257
MedC,18,14,31,4,9,53,3,False,False,1625693103
MedB,11,59,11,5,9,39,1,False,True,1638904074
MedB,19,21,59,1,2,79,1,False,True,1605300331
MedD,18,28,38,1,3,82,2,False,False,1659059192
MedA,7,47,58,2,4,36,3,False,False,1696131097
MedA,5,24,42,5,9,12,1,False,False,1677204231
MedD,13,37,17,5,6,44,4,False,True,1614240415
MedA,11,25,48,4,1,1,1,False,True,1652367048
MedC,14,2,51,1,9,78,3,False,True,1681194576
MedC,20,0,37,5,4,19,3,False,False,1654149075
MedC,8,22,51,3,1,30,1,False,True,1656622200
MedA,8,23,59,5,10,46,1,True,True,1699731612
MedC,6,43,48,4,3,66,2,False,False,1659366674
MedB,5,53,14,2,9,33,2,True,False,1697348280
MedB,21,18,15,2,4,9,2,False,False,1671388716
MedD,17,44,29,1,10,86,4,False,True,1698025943
MedE,20,29,3,4,9,59,1,True,True,1625163575
MedA,9,59,41,2,8,42,2,False,True,1669301562
MedA,23,35,5,3,8,31,3,False,False,1693614268
MedB,0,11,19,1,5,82,4,False,True,1691849365
MedB,8,37,11,4,10,48,4,True,True,1633032991
MedB,21,55,26,2,3,61,3,False,True,1681463690
MedC,3,1,0,2,3,72,2,True,False,1630515059
MedB,1,51,32,2,4,23,4,False,True,1662110649
MedC,13,44,29,2,5,20,4,False,True,1658822317
MedC,23,10,44,3,2,92,1,True,False,1640557246
MedC,1,37,13,2,3,5,2,False,False,1627201866
MedD,6,49,41,1,3,55,3,False,True,1644383497
MedA,14,57,2,5,4,32,2,True,True,1651653888
MedD,11,48,37,4,4,22,1,False,True,1631113120
MedA,22,31,25,4,10,45,3,False,True,1642539300
MedA,19,53,1,5,4,50,3,False,False,1628677322
MedD,22,22,43,1,1,40,3,False,True,1638177447
MedB,18,15,14,1,1,74,3,False,True,1606719393
MedE,19,51,56,1,5,30,3,False,True,1692422014
MedD,12,5,10,4,5,93,3,True,True,1691025430
MedC,5,46,52,5,8,84,3,False,False,1682730548
MedD,20,15,0,4,3,2,1,False,False,1675377261
MedA,21,34,45,4,6,60,4,False,False,1657767075
MedB,5,55,28,4,2,45,4,True,False,1696653512
MedD,18,34,29,4,1,78,2,True,False,1605932906
MedA,11,36,16,2,5,2,4,True,True,1601233110
MedE,0,13,29,3,10,4,4,False,True,1603586424
MedB,16,44,52,5,2,51,1,False,False,1627460226
MedC,22,5,31,5,4,2,4,False,True,1651429073
MedE,6,49,0,2,5,41,4,False,True,1650516320
MedE,13,47,21,4,10,26,1,False,True,1681857674
MedE,10,7,59,4,8,68,3,False,True,1624491815
MedD,2,40,2,2,9,98,1,False,False,1660803375
MedB,21,11,20,3,6,25,2,True,True,1658861930
MedC,4,39,49,3,10,8,1,False,True,1601796709
MedB,16,15,12,4,2,17,2,True,False,1660575053
MedB,17,15,28,5,9,30,1,False,True,1681215756
MedA,5,15,15,5,5,15,4,True,True,1653034848
MedB,19,36,40,1,9,100,1,False,True,1688759191
MedE,17,18,43,3,8,22,3,True,True,1668798606
MedC,16,58,20,3,3,71,3,False,True,1640042096
MedA,18,46,41,3,3,51,3,False,False,1611684579
MedE,5,15,29,1,4,36,4,False,True,1610669580
MedA,4,54,42,1,2,89,3,False,False,1676630151
MedE,10,18,37,5,8,4,1,False,False,1698308968
MedE,18,50,59,5,5,99,4,True,True,1665207891
MedD,21,53,32,3,9,81,3,False,False,1617430944
MedD,0,8,46,4,5,66,1,True,False,1645457358
MedA,15,47,9,4,2,79,2,True,False,1667197871
MedD,17,36,9,1,10,38,1,True,False,1656643826
MedD,18,30,32,4,2,40,2,True,False,1602473481
MedC,5,22,9,2,2,83,2,False,True,1644888437
MedA,13,50,10,4,10,53,4,True,True,1696683222
MedB,9,27,38,3,1,74,3,False,True,1622816412
MedC,10,17,23,1,2,6,2,False,True,1612282893
MedE,11,20,9,5,5,27,2,False,True,1679970747
MedB,1,40,51,5,2,67,1,True,True,1611490450
MedD,20,10,3,3,1,44,1,True,True,1685554021
MedE,0,15,39,5,9,41,2,True,True,1604434250
MedA,17,17,12,2,9,19,1,True,False,1671059777
MedE,1,40,52,2,2,94,2,True,False,1618659618
MedE,1,28,9,2,7,66,4,False,False,1642472733
MedC,20,54,53,1,1,50,2,False,True,1648018485
MedB,18,44,27,2,5,18,2,False,False,1636052564
MedC,3,12,56,1,5,84,3,True,False,1690165604
MedD,7,7,54,4,6,85,3,True,False,1680690179
MedE,23,10,3,3,6,8,4,True,False,1670315355
MedE,8,43,3,2,1,30,1,False,False,1610133280
MedA,12,31,25,4,1,10,3,False,True,1604008804
MedD,0,59,51,5,6,27,1,False,False,1635713009
MedE,18,51,13,2,4,73,4,False,False,1644036423
MedA,15,30,39,1,10,59,2,True,True,1610127188
MedB,20,41,4,5,10,13,3,True,False,1669124719
MedC,23,36,35,2,9,93,4,False,False,1694114105
MedC,13,3,29,2,10,28,4,True,True,1621741003
MedE,19,11,32,3,9,78,4,False,True,1682613022
MedA,7,17,44,1,10,35,3,True,False,1639891001
MedC,3,6,5,2,9,11,1,False,False,1656447747
MedE,23,18,24,5,5,32,3,True,True,1685225546
MedE,9,45,21,5,6,41,4,True,False,1694734252
MedB,1,49,31,5,1,13,4,True,False,1669696094
MedD,21,11,33,3,4,95,3,True,False,1626910347
MedB,17,48,34,1,8,30,4,False,False,1681210529
MedC,13,49,29,1,6,26,3,False,True,1665032197
MedB,21,3,51,2,10,60,4,False,False,1604243029
MedE,19,14,2,2,7,91,1,False,True,1619433510
MedC,3,30,55,2,3,83,1,False,False,1647785026
MedD,13,13,59,1,2,35,3,True,True,1603892169
MedE,15,0,38,2,7,93,1,True,True,1646040371
MedE,21,58,5,1,8,48,4,True,True,1695004918
MedB,21,22,32,5,5,88,2,True,False,1632776434
MedA,23,49,55,2,7,46,1,False,False,1688788910
MedC,10,31,31,1,3,68,3,False,False,1674885438
MedD,22,19,16,4,4,16,4,False,True,1673178899
MedD,3,4,29,4,1,84,3,True,True,1661752633
MedE,13,42,37,4,9,67,4,False,True,1662812751
MedD,7,16,55,3,5,74,2,False,False,1608563641
MedD,23,8,43,1,7,42,3,True,True,1655909154
MedE,8,47,29,1,3,27,4,True,True,1692844279
MedD,5,14,28,3,10,92,4,True,False,1619663849
MedA,14,58,14,1,9,75,1,True,True,1684654845
MedB,4,1,41,1,6,81,4,True,False,1689634253
MedE,16,8,20,2,4,100,1,False,True,1685611837
MedE,20,16,30,4,3,70,2,True,False,1650732139
MedB,12,17,15,2,8,9,4,True,False,1693946423
MedD,20,59,15,5,1,12,2,True,False,1693694305
MedB,3,2,31,3,9,86,1,False,False,1680820979
MedE,17,13,36,5,3,86,4,True,False,1614392726
MedA,0,14,12,4,6,74,1,False,True,1656258964
MedD,1,8,30,5,2,88,1,False,True,1616945870
MedC,1,13,20,5,4,17,4,True,True,1614911638
MedC,8,58,26,3,10,4,3,True,False,1656071420
